mae,rmse,r2,mape,modelo,protocolo,fold,n,top1,top1_sempre_campeao
0.09699644612041468,0.10905705047809411,-0.243817392200381,2.252306290186331,ols_(fracao)_(sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.13116137138339656,0.15546624714346308,-1.5276757386314088,3.491338895771235,ols_(fracao)_(pais_status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09415638805969646,0.10620153062002449,-0.17953459183824316,2.138382474096663,ols_(fracao)_(pais_status_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.13191827389857505,0.15245863996628697,-1.4308223024736737,3.3796673139151863,ols_(fracao)_(pais_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09951519031048724,0.11182019395454064,-0.3076442613236945,2.3606666545653123,ols_(fracao)_(status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.13496270010765196,0.15723549700078895,-1.5855344294620486,3.4696676427808155,ols_(fracao)_(pais_status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09555147476748914,0.10713016250772518,-0.200252604899551,2.215456613154037,ols_(peso_consumo)_(pais),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09296026530683292,0.10514341467105431,-0.156147605838852,2.0897323373039787,ols_(peso_consumo)_(modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09133186014150382,0.10458760365227016,-0.14395661660917258,2.0362067380698567,ols_(peso_consumo)_(pais_status),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.13182527282526232,0.15621285492748904,-1.55201174594993,3.53013159543344,ols_(peso_consumo)_(pais_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09570999459104554,0.10839183649097364,-0.22868987375496408,2.1866064576902016,ols_(peso_consumo)_(pais_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09976467375798975,0.1108698910930826,-0.2855127002781086,2.410641309572246,ols_(peso_consumo)_(status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.10081963589126278,0.11224734490745199,-0.31765369377927666,2.4562871011341714,spl_(peso_consumo)_(status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09583072673514369,0.1077719863147868,-0.21467726904486306,2.207346776304173,ols_(peso_consumo)_(status_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09643609597635108,0.10842015408054052,-0.2293319531147715,2.2307005981268455,ols_(peso_consumo)_(sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09745821812769705,0.10959324121010802,-0.2560781833246022,2.273592340391846,spl_(peso_consumo)_(sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.1192508664701846,0.13769696221838099,-0.9828864646881668,3.1292392141014416,ols_(peso_consumo)_(pais_status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.11011474817465916,0.12522757059657708,-0.6400196083028473,2.8220048687115544,spl_(peso_consumo)_(pais_status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09148675183424873,0.10570898886453116,-0.16861906504854351,2.009019613688977,ols_(peso_consumo)_(pais_status_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.13556384764425883,0.15795469649376137,-1.6092411346629194,3.508471215370467,ols_(peso_consumo)_(pais_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.1232000266082556,0.14037915520988675,-1.0608879448978272,3.136665998349998,spl_(peso_consumo)_(pais_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.10016183025839925,0.11231598117550289,-0.3192656068747737,2.380664655496412,ols_(peso_consumo)_(status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.10138025076746547,0.11370448545820071,-0.3520860258352536,2.4267604193172456,spl_(peso_consumo)_(status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.12272222718299589,0.13935091449542866,-1.0308075814296078,3.1093069966014997,ols_(peso_consumo)_(pais_status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.11234783812715668,0.1267654550548318,-0.680548185619817,2.7984978919979815,spl_(peso_consumo)_(pais_status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09432921136779712,0.1055699992006723,-0.16554800758668153,2.1743727513105804,ols_(peso_fracao)_(pais),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09229564942086006,0.1044844916303106,-0.14170209446871396,2.0646499202135185,ols_(peso_fracao)_(modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.08989426327967497,0.10300146231339975,-0.10952198123005297,1.985749852581527,ols_(peso_fracao)_(pais_status),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.12979704752327761,0.15315737618562472,-1.453154861765019,3.4595408366138374,ols_(peso_fracao)_(pais_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09448566984314237,0.10683965054415434,-0.19375182205654995,2.1455417868015627,ols_(peso_fracao)_(pais_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09934777237488222,0.11036185948711973,-0.2737586561360714,2.3933309658127495,ols_(peso_fracao)_(status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09507793677978635,0.10691901970587131,-0.19552611229134698,2.1796735205662667,ols_(peso_fracao)_(status_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09587261985247517,0.10784225563038556,-0.21626176924112417,2.207992369993711,ols_(peso_fracao)_(sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.11680042412473689,0.13424050468313622,-0.8845873959994124,3.0452131694018636,ols_(peso_fracao)_(pais_status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.10940304409233556,0.12475743681012928,-0.6277286836586298,2.809649519254168,spl_(peso_fracao)_(pais_status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09004653405831167,0.10411945848616624,-0.13373859497305096,1.9586643892831712,ols_(peso_fracao)_(pais_status_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.13352143338536202,0.15489913273058267,-1.5092683116720464,3.438106572808172,ols_(peso_fracao)_(pais_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09958207295470482,0.11179874177876606,-0.3071425787071911,2.362696242321839,ols_(peso_fracao)_(status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.10185044710892292,0.11355523774815168,-0.34853887807772965,2.4318041555660477,spl_(peso_fracao)_(status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.12024662286497403,0.1358868477744199,-0.9310965069040713,3.0255420733086624,ols_(peso_fracao)_(pais_status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.11271059841926488,0.12634333656955965,-0.6693746470804531,2.790904861840454,spl_(peso_fracao)_(pais_status_sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09502246578513701,0.10648058855374647,-0.1857414880434698,2.197247177573466,ols_(consumo_fracao)_(pais),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09218084341145408,0.10435072602660174,-0.13878065210272683,2.0606738577029082,ols_(consumo_fracao)_(modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09148512655121864,0.10464117905315705,-0.14512890911193455,2.0428481702690005,ols_(consumo_fracao)_(pais_status),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.1302171505012679,0.15375036856315935,-1.4721878109697055,3.4761197248783238,ols_(consumo_fracao)_(pais_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09518030356156128,0.10774357700085199,-0.21403696165566655,2.1684304147830393,ols_(consumo_fracao)_(pais_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09899484848551886,0.10990990458040353,-0.2633474015733861,2.3827014734491625,ols_(consumo_fracao)_(status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
0.09506635102076864,0.10690478464083052,-0.1952077917697128,2.1792918232066967,ols_(consumo_fracao)_(status_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.09529803786690379,0.10716969760435177,-0.20113864590637176,2.187373163387151,ols_(consumo_fracao)_(sexo_modelo),LOSO_paises_case,Estudo_CL,15,0.3333333333333333,0.3333333333333333
0.12156161983840007,0.1409229468899347,-1.0768855387234937,3.203576576829158,ols_(consumo_fracao)_(pais_status_sexo),LOSO_paises_case,Estudo_CL,15,0.0,0.3333333333333333
