"n","media","mediana","desvio","minimo","maximo","q1","q3","assimetria","n_nao_positivo"
1115,0.229172331877522,0.185973700688791,0.191831075063943,0.000490677134445646,1.21356597786752,0.0853244332662643,0.315381029185868,1.60877911848047,0
