protocolo,melhor_modelo_mape,mape_melhor,mape_baseline,ganho_mape_vs_baseline,top1_melhor,top1_sempre_campeao_melhor,seletor_supera_campeao,campeao_global_treino,baseline_mediana_modelo,ols_(consumo)_(modelo),ols_(consumo)_(pais),ols_(consumo)_(pais_modelo),ols_(consumo)_(pais_sexo),ols_(consumo)_(pais_sexo_modelo),ols_(consumo)_(pais_status),ols_(consumo)_(pais_status_modelo),ols_(consumo)_(pais_status_sexo),ols_(consumo)_(pais_status_sexo_modelo),ols_(consumo)_(sexo_modelo),ols_(consumo)_(status_modelo),ols_(consumo)_(status_sexo),ols_(consumo)_(status_sexo_modelo),ols_(consumo_fracao)_(modelo),ols_(consumo_fracao)_(pais),ols_(consumo_fracao)_(pais_modelo),ols_(consumo_fracao)_(pais_sexo),ols_(consumo_fracao)_(pais_sexo_modelo),ols_(consumo_fracao)_(pais_status),ols_(consumo_fracao)_(pais_status_modelo),ols_(consumo_fracao)_(pais_status_sexo),ols_(consumo_fracao)_(pais_status_sexo_modelo),ols_(consumo_fracao)_(sexo_modelo),ols_(consumo_fracao)_(status_modelo),ols_(consumo_fracao)_(status_sexo),ols_(consumo_fracao)_(status_sexo_modelo),ols_(fracao),ols_(fracao)_(modelo),ols_(fracao)_(pais),ols_(fracao)_(pais_modelo),ols_(fracao)_(pais_sexo),ols_(fracao)_(pais_sexo_modelo),ols_(fracao)_(pais_status),ols_(fracao)_(pais_status_modelo),ols_(fracao)_(pais_status_sexo),ols_(fracao)_(pais_status_sexo_modelo),ols_(fracao)_(sexo),ols_(fracao)_(sexo_modelo),ols_(fracao)_(status_modelo),ols_(fracao)_(status_sexo),ols_(fracao)_(status_sexo_modelo),ols_(modelo),ols_(pais_modelo),ols_(pais_sexo),ols_(pais_sexo_modelo),ols_(pais_status),ols_(pais_status_modelo),ols_(pais_status_sexo),ols_(pais_status_sexo_modelo),ols_(peso)_(modelo),ols_(peso)_(pais_modelo),ols_(peso)_(pais_sexo),ols_(peso)_(pais_sexo_modelo),ols_(peso)_(pais_status),ols_(peso)_(pais_status_modelo),ols_(peso)_(pais_status_sexo),ols_(peso)_(pais_status_sexo_modelo),ols_(peso)_(sexo),ols_(peso)_(sexo_modelo),ols_(peso)_(status_modelo),ols_(peso)_(status_sexo),ols_(peso)_(status_sexo_modelo),ols_(peso_consumo)_(modelo),ols_(peso_consumo)_(pais),ols_(peso_consumo)_(pais_modelo),ols_(peso_consumo)_(pais_sexo),ols_(peso_consumo)_(pais_sexo_modelo),ols_(peso_consumo)_(pais_status),ols_(peso_consumo)_(pais_status_modelo),ols_(peso_consumo)_(pais_status_sexo),ols_(peso_consumo)_(pais_status_sexo_modelo),ols_(peso_consumo)_(sexo_modelo),ols_(peso_consumo)_(status_modelo),ols_(peso_consumo)_(status_sexo),ols_(peso_consumo)_(status_sexo_modelo),ols_(peso_consumo_fracao)_(modelo),ols_(peso_consumo_fracao)_(pais),ols_(peso_consumo_fracao)_(pais_modelo),ols_(peso_consumo_fracao)_(pais_sexo),ols_(peso_consumo_fracao)_(pais_sexo_modelo),ols_(peso_consumo_fracao)_(pais_status),ols_(peso_consumo_fracao)_(pais_status_modelo),ols_(peso_consumo_fracao)_(pais_status_sexo),ols_(peso_consumo_fracao)_(pais_status_sexo_modelo),ols_(peso_consumo_fracao)_(sexo_modelo),ols_(peso_consumo_fracao)_(status_modelo),ols_(peso_consumo_fracao)_(status_sexo),ols_(peso_consumo_fracao)_(status_sexo_modelo),ols_(peso_fracao)_(modelo),ols_(peso_fracao)_(pais),ols_(peso_fracao)_(pais_modelo),ols_(peso_fracao)_(pais_sexo),ols_(peso_fracao)_(pais_sexo_modelo),ols_(peso_fracao)_(pais_status),ols_(peso_fracao)_(pais_status_modelo),ols_(peso_fracao)_(pais_status_sexo),ols_(peso_fracao)_(pais_status_sexo_modelo),ols_(peso_fracao)_(sexo_modelo),ols_(peso_fracao)_(status_modelo),ols_(peso_fracao)_(status_sexo),ols_(peso_fracao)_(status_sexo_modelo),ols_(sexo),ols_(sexo_modelo),ols_(status_modelo),ols_(status_sexo),ols_(status_sexo_modelo),spl_(peso)_(pais_status_sexo),spl_(peso)_(pais_status_sexo_modelo),spl_(peso)_(sexo_modelo),spl_(peso)_(status_sexo),spl_(peso)_(status_sexo_modelo),spl_(peso_consumo)_(pais_sexo_modelo),spl_(peso_consumo)_(pais_status_sexo),spl_(peso_consumo)_(pais_status_sexo_modelo),spl_(peso_consumo)_(sexo_modelo),spl_(peso_consumo)_(status_sexo),spl_(peso_consumo)_(status_sexo_modelo),spl_(peso_consumo_fracao)_(pais_sexo),spl_(peso_consumo_fracao)_(pais_sexo_modelo),spl_(peso_consumo_fracao)_(pais_status_modelo),spl_(peso_consumo_fracao)_(pais_status_sexo),spl_(peso_consumo_fracao)_(pais_status_sexo_modelo),spl_(peso_consumo_fracao)_(status_sexo),spl_(peso_consumo_fracao)_(status_sexo_modelo),spl_(peso_fracao)_(pais_status_sexo),spl_(peso_fracao)_(pais_status_sexo_modelo),spl_(peso_fracao)_(status_sexo_modelo)
GroupKFold,ols_(sexo_modelo),2.8099525004535133,2.960445288198697,0.1504927877451836,0.3183856502242152,0.2645739910313901,True,Modelo_4,2.960445288198697,2.9312568592126773,,,,,,,,,2.906747809529767,2.944212141385832,,2.915703013794274,2.924895133549408,,,,,,,,,2.8889952938146912,2.926989523887829,,2.903778501961534,2.942528208124673,2.860246017963694,,,,,,,,,2.895492913634499,2.810271057058627,2.903104416539438,2.9528766582114354,2.872824338242822,2.858958691042999,,,,,,,,2.909705709660864,,,,,,,,2.9488676772296305,2.866910801959868,2.913279155604921,2.9495559212967666,2.872803088343515,2.9388693159741037,,,,,,,,,2.9102206670551025,2.935282859174649,,2.918018634276081,2.9500174660755967,,,,,,,,,2.9193656614378,2.948929334972193,,2.931072902068085,2.9391377376511247,,,,,,,,,2.906182675795889,2.9340076945014784,,2.915085156343125,2.891270991809664,2.8099525004535133,2.9051026088934933,2.932538281269118,2.8552771392176166,,,2.945189631297976,,,,,,2.956587717242447,,,,,,,,,,,,
LOSO_paises_case,ols_(consumo)_(pais_status_sexo_modelo),2.212009074336624,3.1887768151730604,0.9767677408364364,0.4133333333333333,0.4133333333333333,False,Modelo_4,3.1887768151730604,3.022815891313546,2.638058154006184,2.604204466633925,2.548011192643071,2.513668773008797,2.44972393734768,2.4230384013288857,2.2363224600906517,2.212009074336624,2.7595856788128827,2.8412568029172576,2.6191549363918507,2.5965735112932755,3.0308487821811974,2.609841342852764,2.5764569731938427,2.4751898032659394,2.442030842462722,2.4578819453257834,2.4316931588125508,2.264721441232296,2.2406547406738,2.643434939226735,2.8497210902064767,2.5590405256803006,2.537138872376508,3.0448421898700544,3.020907070839903,2.6009413620081263,2.569965107969444,2.4607763163144263,2.4281933005312357,2.490897790286746,2.466873089181722,2.3506677213010887,2.325057451831717,2.696876408887764,2.670491279518383,2.8407290761232287,2.572925342099801,2.551017203695256,3.006698932685112,2.629572024358944,2.574326184160885,2.5416083250249555,2.508350271376725,2.4824889775786163,2.3501287648641305,2.3243897446059862,3.009977170545889,2.632506028069088,2.560938475472964,2.529023590644516,2.521397031614819,2.4946477018789857,2.336884672594608,2.311909763258229,2.6695112095453277,2.644787437554784,2.838305174171479,2.553534494408043,2.533028542579462,3.0216132113450342,2.582666300827517,2.5501898556544127,2.4577609595748173,2.426249538773249,2.452372715313721,2.425874654445288,2.2459668516542477,2.221412830374885,2.6309557135958244,2.841105385547707,2.5474894365216376,2.5258723128366345,3.0537278730382806,2.622079033426368,2.588775154437179,2.5345937298441688,2.5007080992454496,2.486596686659103,2.4590726951071926,2.2891131506258,2.263472265167556,2.675362919170495,2.872284367232152,2.584444528559262,2.5625376549703267,3.03361312480896,2.6388391214637945,2.604957906433312,2.500810308568113,2.467339145975194,2.5003056063977627,2.471600050619588,2.2746577222396063,2.2493366339969,2.64329038764613,2.85799742355424,2.5631083962602204,2.541247238588594,2.768113293422953,2.7410376336833857,2.8315589788301487,2.605458902816928,2.5830559513857843,2.6126576229761134,2.58890399583881,2.727550631382817,2.643636467030573,2.6225783507795883,2.623340902906104,2.4400152837501654,2.416189097583801,2.6817232502237704,2.6190060517834133,2.598165744210445,2.6365946659189707,2.607126967968852,2.6297285558776644,2.434724670009363,2.412770609732596,2.6179990904431483,2.597788277788253,2.512545989097472,2.484401499074341,2.628450176221335
