"n_linhas","n_id","n_estudo","campeao_global","lambda_boxcox","colunas_excluidas","info"
1115,223,93,"Modelo_4",0.3,"Sistema_Producao; Fracao_Perda_B","Estudo usado apenas como grupo de CV. País será one-hot encoded."
